Order,GcA-0,GcA-1,GcA-2,GcA-3,GcA4,GcA5,GcA6,GcA7,GcA8,GcA9,GcA10,GcA11,GcA12,GcA13,GcA14,GcB-0,GcB-1,GcB-2,GcB-3,GcB4,GcB5,GcB6,GcB7,GcB8,GcB9,GcB10,GcB11,GcB12,GcB13,GcB14,GcC-0,GcC-1,GcC-2,GcC-3,GcC5,GcC6,GcC7,GcC8,GcC9,GcC10,GcC11,GcL-0,GcL-1,GcL-2,GcL-3,GcL4,GcL5,GcL6,GcL7,GcL8,GcL9,GcL10,GcL11,GcL12,GcL13
Chloroflexota Phylum,0.0607116769278932,0.134650812259253,0.122163334136353,0.122889581740102,0.0813068716661437,0.161565177124334,0.158708657862061,0.074903014025664,0.0242045557948376,0.0100480071452495,0.0142014419925716,0.0136848572864883,0.0127179916026412,0.0114072844486479,0.00954055747579488,0.00241768988373357,0.00346342075542728,0.00529100529100529,0.00321075603270958,0.00570431514663445,0.00313803801305139,0.00395256916996047,0.00395054842907604,0.00742715673205104,0.00490244141582508,0.00289169295478444,0.00163450720669087,0.000459187020313559,0.000857752687957551,0.00156431054461182,0.00203859536181236,0.00192300968497605,0.00173114055529662,0.00304175047833979,0.00952418051146213,0.00538392217575155,0.00105180589724391,0.000178691087781997,0.000876270592358921,0.000860936154787258,0.00136059229940099,0.00191729712923619,0.00387617911742383,0.00231174675584872,0.00289184499710815,0.000757336699274219,0.00199059284349766,0.00373315233200815,0.00516698764620226,0.000835305582625644,0,0.000705052878965922,0.00102968604289711,0.000114020751776823,0.000662976610801893
Christensenellales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000464900046490005,0,0,0,0,0,0,0,0,0,0,0,0.00033963786113057,0,0,0.00056006179992275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chthoniobacterales,0.0238130021913806,0.00128398369898956,0.00127680077089858,0.00188246367433378,0,0,0,0.00109420073609868,0.0168946586187024,0.0982099661344944,0.0922365450440609,0.0276862350816437,0.0113068171919371,0.00884016290605879,0.00978311402178966,0.034445289579485,0.027155226502698,0.0275005544466622,0.0275171825615813,0.00138693152584838,0.000427914274507007,0.000744013020227854,0.00957427031046663,0.116041388941789,0.127708598882243,0.0849106203995794,0.0224373262009382,0.010145846544071,0.00803893798248589,0.00903823870220162,0.0298125411934213,0.00178315443515961,0.00223050802317065,0.00186429868027278,0.000506398145803712,0.00134020380340597,0.00383285199843121,0.00355148536966719,0.00391400864586984,0.003851556481943,0.00220875373279381,0.00310913047984247,0.0253442480754635,0.0258299170853497,0.0313876406993816,0.00132533922372988,0.000626073555616201,0,0.00408661750199634,0.0456169659845004,0.104854555039057,0.0583548766157462,0.0231387939073671,0.0146326631446923,0.0112706023836322
Chthonomonadales,0.00198267765835333,0.00114442025344722,0.000770898578655746,0.000941231837166892,0.000235331032318795,0,0,0,0.0055203372865419,0.00975028841501991,0.00549850702789309,0.00236459438827757,0.0010104705656893,0.00106159161535641,0.00218300891395307,0.0020102140606324,0.00238423892583762,0.0023761999809904,0.00223247880399338,0.000134219179920811,0,0,0.00195203569436698,0.0102837554751476,0.00666732032552211,0.00206549496770317,0.000785412553864442,0.000852775894868038,0.000658275318665097,0.000811123986095017,0.00243711776336966,0.00017481906227055,0,0,0.000681689811658844,0.000415925318298403,0.00106963311584127,0.000893455438909984,0.000350508236943568,0.000407811862793964,0.000194370328485855,0.000863647355511797,0.0021684918139434,0.000955521992417471,0.00131245272945678,0.000231408435889345,0.000401329202318078,0,0,0.00556870388417096,0.00253989552882542,0.00103407755581669,0.00050512900217594,0.000228041503553647,0.00044712376077337
Clostridia Class,8.34811645622456e-05,0,0,0.000254916955899367,0,0,0,0,0,0,0,0.000521327896628126,0.00329274029164271,0.00277943986566041,0.000950013138479575,0,0,0,0,0,0,0,0,0,0,0,0.000467002059054533,0.00166181969256336,0.00135644611118869,0.000714561606797991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridiales,0.000960033392465825,0.00108859487523028,0.00108407612623464,0.00158832872521913,0,0,0,0,0,0,0.000691865122715024,0.00337001247463181,0.00951236084252339,0.0194174757281553,0.0251652416469589,0.000488970987721395,0.000401556029614757,0,0,0,0,0,0,0,0,7.51089079164789e-05,0.00186800823621813,0.00343296962805851,0.00917595898745287,0.0113171108536114,7.66389233764044e-05,0,0,7.35907373791885e-05,0,0,0,0,0,9.06248583986587e-05,0,0,0.000298167624417218,0,0,0,0,0,0,0,0,0,0.00050512900217594,0.00205237353198282,0.00399327772552768
Coxiellales,0,0,0,0,0,0,0,0,0,0,0,0,0.000348438126099758,0,0.000141491318496958,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000119686421575472,0.000173812282734647,0,0.00041956574944932,0,0,0,0,0,0,0,0,8.83501493117523e-05,0,0,0,0,0,0,0,0,0,0,0,0.00050512900217594,0,0.000169598667879554
CR-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000212318323071281,0.000990439229478706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000289687137891078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSP1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000380310768227752,0.000351361525912913,0.000697018661090517,0.00035117644107761,0.000178958906561081,0.000713190457511679,0.000604510578935131,0,0,0,0,0.000212273663206606,0.000262392583036319,0,0.000193124758594052,0,0.00048949337435754,0,0.000588725899033508,0.00282414350544378,0.000531460128936849,0.000231753841765608,0,0,0.000181249716797317,0.000159030268761154,0.000449096624866135,0,0,0,0,0,0,0,0,0,0,0,0,0
Curtissbacterales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000306124680209039,0.000119686421575472,9.65623792970259e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.71401927261424e-05,3.80069172589411e-05,0
Cyanobacteriales,0.000542627569654597,0.000893206051470999,0.000915442062153698,0.000921622840559249,0,0,0,0,0,0,0.00010924186148132,0.00277420916419967,0.00440774229516194,0.00791368295083866,0.0154023406706688,0.0010051070303162,0,0.000570287995437696,0,0,0,0,0,0,0,0.000938861348955986,0.00944617801269397,0.012026326722498,0.00720113303145758,0.00403630745461568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyanobacteriia Class,0,8.37380673254061e-05,0,0,0,0,0,0,0,0,0,0,0.000296172407184794,0.00106159161535641,0.00183938714046045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000366937041328698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyanobacteriota Phylum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.06391364986963e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000194280385452285,0,0
Cytophagales,0,0,0,0,0,0,0,0,0,0,0,0,5.22657189149637e-05,3.86033314675056e-05,0,0.00991524502879496,0.00996360898481616,0.0131799892278934,0.010334620980284,0,0,9.30016275284817e-05,0,0.000444359804481686,0.00549073438572409,0.0448775724800961,0.085185421044811,0.0609844095073579,0.0245756118968303,0.00872923908845114,0.00087368372649101,0,9.98734935748053e-05,0,0,0,3.56544371947089e-05,6.70091579182488e-05,0,0.00117812315918256,0.00144894244871274,0.000604553148858258,0,0.00021576303054588,0,0,0,0,0,0,0.000239612785738247,0.00246768507638073,0.00755750699409388,0.00501691307818023,0.00164973249664657
Deferrimicrobiales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00151745068285281,0,0,0,0.000136337962331769,0,0,0,0,0,0,0,0.000867396725577361,0.00129457818327528,0.00091204342216488,0.000189334174818555,0.00133241295169602,0.00649665470765054,0.00263046643806661,0.00111374077683419,0,0.000564042303172738,0.000485700963630712,0.000171031127665235,0.000323779275042785
Dehalobacteriia Class,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000488207901457113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dehalococcoidales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000275900124155056,0,0,0,0,0,0,0.000312709403618495,0.00138256026794407,0.00158593502197653,0.000530100895870514,0.000431823677755899,0,0,0,0,0,0,0,0,0,0.00166862514688602,0.00202051600870376,0.000399072631218882,0.000154180607163231
Dehalococcoidia Class,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000190155384113876,0.000250972518509223,0.00202769065044514,0.00178096623689359,0.000156589043240946,0.000855828549014014,0.000697512206463613,0,0,0,0,0,0.000415454923140839,0.000239372843150945,0.000193124758594052,0,0,0,0,0,0,0,0,3.89453596603965e-05,6.79686437989941e-05,0,5.18188413307078e-05,0,0,0,0.000273482696960135,0.000513701378967139,0,0,0,0,0,0.000427416847995026,0.000114020751776823,0
Desulfarculales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.78907193207929e-05,9.06248583986587e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfitibacterales,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00013511166013627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfitobacteriales,0,0,0,0,0,0,0,0,0,0,0,0.00163845910368839,0.00238680116378334,0.00181435657897277,0.000687243546985224,0,0,0,0,0,0,0,0,0,0,0,0.000615593623299157,0.000874641943454398,0.000937543635674533,0.000463499420625724,0,0,0,0.000196241966344503,0,0,0,0,0,0,0.00038874065697171,0,0,0,0,0,0,0,0,0,0,0,0.000932545850170967,0.000494089924366235,0
Desulfobaccales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00118023941999663,0,0,0.000269832703723691,0,0.000716315825958361,0.00164010411095661,0.00321643958007594,0.00459555243992678,0.00265077710816077,0.00256215433004082,0.00310913047984247,0.000379486067440095,0,0.000289184499710815,0,0,0,0,0,0,0.00150411280846063,0.00190394777743239,0.00068412451066094,0.000462541821489693
Desulfobacterales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000271992539633199,0,0
Desulfobacterota Phylum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.70903035816155e-05
Desulfobulbales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000214588985453932,0,0,0,0,0,0,0,0.000214199478132181,0.000226562145996647,0.000159030268761154,0.000138183576881888,0,0,0,0,0,0,0,0,0,0.00138660399529965,0.00128225054398508,0.000456083007107294,0.000185016728595877
Desulfomonilales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000306555693505618,0,0,0,0,0.000184855697021513,0.000980497022854494,0.00245700245700246,0.00136308758811388,0.000974217227785582,0.000901171522979874,0.00150274639859053,0.000189743033720048,0,0,0,0,0,0,0,0,0.000564042303172738,0,0.000171031127665235,0.000185016728595877
Desulfotomaculales,0,0,0,0,0,0,0,0,0,0,0.000546209307406598,0.00227150012102255,0.00153312775483893,7.72066629350113e-05,6.06391364986963e-05,0,0,0,0,0,0,0,0,0,0,0,0.00159205247404954,6.55981457590799e-05,0,0.000193124758594052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfuromonadales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000353145713354341,0.000276069770360146,0.000253461331305643,0.000376260472583154,0,0,0,0,0,0,0,0,0,0,9.65623792970259e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dethiobacterales,0,0,0,0,0,0,0,0,0,0,0,0.000316520508667076,0.000644610533284552,0.000115809994402517,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017492838869088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diplorickettsiales,0,0,0,0,0,0,0,0,0,0,0,0.000186188534510045,0.000400703845014722,0.00013511166013627,6.06391364986963e-05,0,0,0,0,0,0,0,0,0,0,0,0.000275955762168588,0.000481053068899919,7.97909477169815e-05,0,0,0.00010489143736233,0,0,0,0,0,0,5.84180394905947e-05,0.000181249716797317,0,5.18188413307078e-05,0,0,0,0,0,0,0,0,0,0,0.000466272925085483,0.000114020751776823,0.000231270910744847
Dojkabacteria Class,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86033314675056e-05,0.000101065227497827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dongiales,0.000876552227903579,0,0,0,0.000117665516159398,0.000509377170641352,0.00270910938029123,0.00253655625186511,0.00139525008341169,0.000521007777901827,0.000619037215060811,0.000595803310432144,0.000209062875659855,0.000212318323071281,0.000747882683483921,0.000271650548734108,0,0,0,0,0,0,0,0,0,0,0.000212273663206606,0.0002186604858636,0.000119686421575472,9.65623792970259e-05,0.00786315353841909,0.00954512079997203,0.00549304214661429,0.00522494235392239,0.0100500555090275,0.00790258104766966,0.00203230292009841,0.000670091579182488,0.00103205203100051,0.00160859123657619,0.00157263265774919,0.00336822468649601,0.0247750189743034,0.0188022069475696,0.0218445522089247,0.00593247081098138,0.00980848570465381,0.0135750993891205,0.0139978392597116,0.00686806812381085,0,0.00230317273795535,0.00202051600870376,0.00165330090076394,0.00197351177168936
Dormibacterales,0.0502139204841908,0.0598727181376654,0.060732353649723,0.0643959448595015,0.0830326325698149,0.118638573743922,0.141325206005192,0.0893763055804237,0.0324850617246504,0.0159279520672844,0.0162770373607166,0.0209648289858311,0.0165682328960435,0.0148429809492559,0.0184545105411032,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000199477369292454,7.72499034376207e-05,0.00297359022700449,0.0589140239851753,0.0650842266462481,0.0689299906785066,0.138753091950217,0.0551101046745384,0.0145648375940386,0.00748268930087112,0.00921057755968376,0.00781639403688432,0.0118742600674995,0.0256330535115901,0.00574650330695002,0.00459267022161946,0.00631756907060551,0.00927737456610918,0.00995296421748832,0.00727237467274314,0,0.00120655250823704,0,0,0.000796549580354367,0.000608110676143058,0.000601304367936601
DP-6,0,0,0,0,0.000156887354879197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00232646578529405,0.00317369753592697,0,0,0,0,0,0.000254728395847927,0,0,0.000212437234453457,0.000781717018439325,0,0,0,0,0,0,0,0,0,0,0,0.000515016805811558,0,0.000689593807002714,0.00801514673398548,0.00483200359590965,0,0,0,0,0,0,0,0
DSM-16500,0,0,0,0,0,0,0,0,0,0,0,0.000893704965648215,0.00104531437829927,0.000829971626551371,0.000464900046490005,0,0.00042665328146568,0.000348509330545259,0,0,0,0,0,0,0,0.000413098993540634,0.00159205247404954,0.00168368574114972,0.00103728232032076,0.000733874082657397,0,0.00241250305933359,0.00119848192289766,0.00274738752882304,0,0,0,0.000178691087781997,0.000525762355415352,0.00274140196655943,0.00471789797324757,0.000414550730645663,0.00238534099533774,0.00277409610701846,0.00213551630555679,0,0,0,0,0,0,0,0.00308905812869133,0.00349663638782258,0.000986755885844678
DSM-27196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000413098993540634,0.000191046296885945,0,7.97909477169815e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DSSB01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000300435631665916,0.000275955762168588,0,0,0,9.19667080516853e-05,0,0,0,0,0,0,0,0,0,0,0,0.000731865987205898,0.000616465801559658,0.000867553499132446,0,0,0,0,0,0,0,0.00124339446689462,0.00068412451066094,9.25083642979386e-05
DSTF01,0.00235834289888344,0.00329369731479931,0.00339677186220188,0.00443163323332745,0.00201992469406966,0.00652928918731188,0.00649057455694774,0.00104446433900328,0.000697625041705845,0,0.00105600466098609,0.000558565603530135,0.000923361034164358,0.000849273292285124,0.00109150445697653,0.0125502553515158,0.0160622411845903,0.0116909039064728,0.0166307128881754,0.00362391785786189,0.00673964982348536,0.0283189955824227,0.0316508644729504,0.00336443851964705,0.00210804980880478,0.00341745531019979,0.00356619754187098,0.00155248944963156,0.00103728232032076,0.00210505986867516,0.00573259146855505,0,0,0,0.000447967590518669,0.000161748734893823,5.34816557920633e-05,0,0,0,0,0,0.00273772091510355,0.00382208796966988,0.00269164034346221,0.00326075523298622,0.0179795482638499,0.0186657616600407,0.00854901592371647,0.000788899716924219,0,0.000940070505287897,0.00151538700652782,0.000494089924366235,0.00104842812870997
DSUN01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06555693505618e-05,0,0,0,0,9.24278485107563e-05,8.91360929867722e-05,0,0,6.79686437989941e-05,0,0.000120910629771652,0,0,0,0,0,0,0,0,0,0,5.82841156356854e-05,0,0
DTJE01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.41485221415799e-05,0,0,0,0,0,0,0,0,0
DTU022,0,0,0,0,0,0,0,0,0,0,0,0.000130331974157031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DULZ01,0,0,0,0,0,0,0,0,0,0,0,0,0.000139375250439903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DY22613,0,0,0,0,0,0,0,0,0,0,0,0,8.71095315249395e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DYKD01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.30100895870514e-05,0,0,0,0,0,0,0,0,0,0,7.05052878965922e-05,9.71401927261424e-05,0.000152027669035765,3.08361214326462e-05
Elusimicrobia Class,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00032598065848093,0,0,0.000200672252044349,0,0,0,0,0,0,0,0.00182555350357681,0.00102770428355892,0.000319163790867926,0.000154499806875241,0,0,0,0,0,0,0,0,5.84180394905947e-05,9.06248583986587e-05,0,0,0.00021684918139434,0.000277409610701846,0,4.20742610707899e-05,0,0,0,0,0.000431303014328845,0.00260869565217391,0.00271992539633199,0.000722131427919881,9.25083642979386e-05
Endomicrobiales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.36820989619818e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000113281072998323,0.000141360238898804,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterobacterales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000123690209036453,0,0,0,0,4.20742610707899e-05,0,0,0,0,0,0,0,0,0
Enterobacterales_A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000106136831603303,0,0,0.000463499420625724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eremiobacterales,0.0109360325576542,0.0143192095126444,0.0132980004818116,0.01331450869659,0.000784436774395984,0.00273211391525816,0.0135455469014561,0.0293444742862827,0.02211168066972,0.0152208700829891,0.01434709780788,0.00847157832020704,0.00817087405703932,0.00567468972572333,0.00624583105936571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000551800248310112,0,0.000266329316199481,0,0.0006232592563738,0.000184855697021513,0.000196099404570899,0.000201027473754746,0,0.000158593502197653,0,0,0.00300878239184647,0.00194186727491292,0.0032255194198514,0.00021037130535395,0.000401329202318077,0.00111509744982061,0.00197284982854996,0,0,0.000188014101057579,0.000291420578178427,0,0.000123344485730585
Eremiobacterota Phylum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.84180394905947e-05,0.000634374008790611,0.000565440955595215,0.000138183576881888,0,0,0,0,0,0,0,0,0,0,0,0,0
Eubacteriales,0,0,0,0,0,0,0,0,0,0,0,0,0.0005749229080646,0.000386033314675056,0.000242556545994785,0,7.5291755552767e-05,0,0,0,0,0,0,0,0,0,0,0,0.000139634158504718,0.000231749710312862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Euzebyales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000648726036283918,0,0,0,0,0,0,0,0,7.97909477169815e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fen-1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000137950062077528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000282021151586369,0,0,6.16722428652924e-05
Fen-1088,0.00102264426588751,0,0,0,0.000392218387197992,0,0,0,0.000485304376838849,0,0,0.000316520508667076,0.000418125751319709,7.72066629350113e-05,0.000141491318496958,0.00353145713354341,0.00102898732588782,0.000823749326743339,0.000953193197210656,0.00194617810885175,0.00445744035944799,0.0053475935828877,0.00302100762223462,0.00272963879895893,0.00132365918227277,0,0.00127364197923964,0.000590383311831719,0.000857752687957551,0.000617999227500966,0.000199261200778651,0,0,0,0,0.000323497469787647,0.000178272185973544,0,9.73633991509912e-05,0,0.000141360238898804,0.000241821259543303,0,0.000708935671793607,0,0.00225097296728726,0.00173374215401409,9.69649956365752e-05,0,0,0,0,0,0,0
FEN-1173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000516136042594806,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79374275782155e-05,9.19667080516853e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.70903035816155e-05
FEN-1346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000459833540258426,0,0,0,0,0,0.000106963311584127,0,0,0,0,6.90917884409438e-05,0.00021684918139434,0,0.000244694576678382,0.000105185652676975,0,0,0,0.000232029328507123,0,0,5.82841156356854e-05,7.60138345178823e-05,0.000138762546446908
Fen-336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259426274041074,0.0112686660810641,0.00918797325982955,0.0118647469021221,0.0747153434892513,0.0916093142673751,0.0539874447802837,0.017661275329987,0.00438011807274805,0.00529463672909109,0.00484452456061289,0.007005030885818,0.00459187020313559,0.00295226506552832,0.00614136732329084,0.00413850186232584,0,0,0,0.000856981477513975,0.000785636712341428,0.00016044496737619,0,0,0,0.000106020179174103,0.000155456523992124,0.00111135205464599,0.0014486946336652,0,0.0185757862627538,0.0169200391697301,0.0156113642974886,0.00634130302033914,0,0,0.000611045828437133,0.000835405657444824,0.000703127969290411,0.00109468231085894
Fimbriimonadales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000488970987721395,0.000401556029614757,0.000348509330545259,0.000250840315055436,8.94794532805405e-05,0,0.000279004882585445,0,0.000761759664825747,0.000735366212373762,0.000413098993540634,0.000275955762168588,8.74641943454398e-05,0.000119686421575472,0.000579374275782155,0.00101163378856854,0.00223768399706304,0.00236367268127039,0.00267379679144385,0.000642736108135481,0.00207962659149202,0.00139052305059365,0.000737100737100737,0.000545235035245551,0.000589061579591282,0.000795151343805771,0.00155456523992124,0,0.000400702771013778,0.000444899230324332,0.000441779741243294,0.000160531680927231,0,0,0,0,0.000446533490011751,0,0.000247044962183117,0.000308361214326462
Flavobacteriales,0,0,0,0,0,0,0,0,0,0,0,7.4475413804018e-05,0.000104531437829927,5.79049972012585e-05,0.000202130454995654,0.00304248614582201,0.00100389007403689,0.00095047999239616,0.000501680630110871,0,0.00017829761437792,0.00051150895140665,0.00213794385573527,0.000444359804481686,0.00127463476811452,0.000488207901457113,0.00367233437347428,0.00975225766951654,0.0138836249027548,0.0132869833912708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000446844886540255,0.000608110676143058,0.00069381273223454
FW602-bin16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.24278485107563e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FW602-bin22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000597631207215039,0.000100389007403689,0.000633653328264107,0,0.00386998635438337,0.00317369753592697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G02398745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06801194494019e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ga0077536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000543985079266397,0,0
Gaiellales,0.0204320150266096,0.0300340534807123,0.0319200192724645,0.0270604153185482,0.0503020081581425,0.0527899976846492,0.0258494186702788,0.0140256639809012,0.00636961994600989,0.00334933571508318,0.00418760469011725,0.00407752890576998,0.0031707869475078,0.0033970931691405,0.00521496573888788,0.0244757144409432,0.0237670975028234,0.0292747837658017,0.0252094516630713,0.0639778090955864,0.0662910530257105,0.0285049988374797,0.013710726900911,0.00736367675998223,0,0,0.00333269651234371,0.00277698817046771,0.00345095848875945,0.00264580919273851,0.0162167961864472,0.00248243068424181,0.00146481123909714,0.00110386106068783,0.00235669906316343,0.00025417658340458,5.34816557920633e-05,0.000201027473754746,0.000175254118471784,0.000294530789795641,0.000176700298623505,0.000380004836425191,0.0152336549929524,0.0086613445119132,0.0150375939849624,0.103923424844851,0.069510217841491,0.0249684863764181,0.0114143454366105,0.00148498770244559,0,0.00211515863689777,0.000951973888716195,0.00178632511117023,0.00198892983240568
